證券代碼,Y,ROA 稅前息前折舊前,ROA 稅後息前,ROA 稅後息前折舊前,ROE 稅後,ROE 常續利益,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支 / 營收,常續利益率 稅後,營業費用率,現金流量比率,有息負債利率,稅率,每股淨值,常續性 EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性固定資產成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,總負債 / 總淨值,負債比率,淨值 / 資產,長期資金適合率,借款依存度,或有負債 / 淨值,營業利益 / 實收資本比,稅前純益 / 實收資本,存貨及應收帳款 / 淨值,應收帳款週轉次數,總資產週轉次數,固定資產週轉次數,淨值週轉率（次）,淨營業週期（日）
6194 育富,0,15.76,10.69,14.01,14.35,14.43,18.01,14.23,15.5,14.62,1.27,14.7,3.78,348.17,3.87,5.65,27.35,3.99,10.54,27.13,3.86,4.01,-33.96,-41.5,-41.5,-46.5,-39.07,-39.12,-39.12,-39.24,-13.08,-2.04,-7.76,-6.85,839.85,808.22,3.45,29.49,22.78,77.22,364.93,13.22,0,37.64,41,15.35,3.58,0.71,3.08,0.98,68.81
6204 艾華,0,14.11,7.8,10.2,10.72,10.75,31.22,12.46,13.76,9.81,1.31,9.84,18.76,91.8,0,28.71,18.81,2,3.64,20.33,2.53,2.76,-5.29,-18.43,-18.43,-39.19,-37.71,-38.67,-38.67,-38.42,-3.63,2.13,-11.81,-4.93,445.7,378.65,0,33.53,25.11,74.89,313.56,0,0,24.93,27.54,32.03,5,0.79,3.24,1.09,83.45
6210 慶生,0,14.19,7.59,11.56,13.42,12.54,21.38,8.62,7.96,7.38,-0.67,6.9,12.76,62.22,2.35,7.19,12.26,1.47,4.27,21.29,1.84,1.69,-7.83,-8.07,-8.07,-26.04,-24.21,-17.77,-17.77,-23.91,-11.68,9.69,-1.91,-2.65,144.03,129.59,6.12,66.04,39.77,60.23,121.85,30.26,0,18.36,16.94,45.57,3.77,0.98,2.11,1.82,69.75
6250 宇加,1,-19.08,-22.42,-19.71,-53.96,-53.96,-1.87,-39.91,-42.89,-41.65,-2.98,-41.65,38.04,-13.19,5.16,0,3.46,-2.45,-0.67,5.89,-2.35,-2.55,-26.06,-119.88,-119.88,-1.82,30.55,29.5,29.5,28.55,-16.47,-38.43,11.73,8.84,91.2,47.56,-7.57,171.98,63.23,36.77,159.68,108.14,0,-23.45,-25.19,108.12,2.77,0.57,2.23,1.3,167.96
6259 百徽,0,-8.8,-5.27,-5.03,-13.04,-15.26,15.18,-10.22,-12.83,-6.76,-2.62,-7.92,25.4,23.61,3.87,0,6.03,-0.8,1.01,12.13,-1.24,-1.48,-6.27,-9.41,-9.41,-13.31,-31.29,17.34,17.34,7.75,-29.17,-4.57,-34.68,0.74,187.76,94.53,-23.67,78.51,43.98,56.02,534.79,46.3,0,-12.4,-15.57,98.26,2.62,0.92,6.91,1.93,174.71
6292 迅德,0,-3.62,-4.74,-2.98,-6.55,-5.9,30.94,-6.1,-5.36,-4.75,0.74,-4.28,37.04,82.44,3.15,0,15.53,-1,3.5,23.34,-1.42,-1.25,-18.39,-16.06,-16.06,-150.86,-151.57,-158.17,-158.17,-138.87,-22.16,-15.3,-10.49,-12.98,308.29,218.68,-2.22,29.56,22.81,77.19,489.94,2.09,0,-14.05,-12.35,50.53,4.05,1.02,7.02,1.38,92.05
8091 翔名,0,14.91,9.3,15.25,14.23,21.28,29.18,15.87,12.04,8.6,-3.83,12.85,13.31,106.24,2.54,28.63,14.11,3.13,5.58,24.32,3.86,2.86,24.63,13.85,13.85,11.71,-24.68,-33.99,-33.99,11.31,8.67,-7.57,66.63,-4.34,253.43,154.16,2.16,68.72,40.73,59.27,204.89,37.95,0,37.54,28.48,66.52,5.36,1.06,3.15,1.66,125.11
8093 保銳,0,5.32,2.62,5.18,3.45,3.91,38.46,1.45,2.18,2.42,0.72,2.74,37.01,-30.44,2.43,0,12.38,0.51,-1.14,18.65,0.27,0.4,-10.2,-14.86,-14.86,-88.22,-85.36,-79.48,-79.48,-79.32,-11,-9.78,13.38,-9.06,277.6,155.73,0.64,31.31,23.85,76.15,300.89,0,0,2.64,3.96,60,5.94,1.08,4.7,1.43,79
8147 正淩,0,-1.18,-8.82,-1.76,-55.76,-40.88,11.03,-5.71,-9.11,-10.46,-3.4,-7.67,16.74,14.3,6.22,0,5.04,-2.44,3.29,31.9,-1.82,-3.51,-14.71,-18.84,-18.84,53.83,80.25,77.33,77.33,76.02,-27.49,-27.7,-15.83,28.91,84.68,59.2,-33.19,407.18,80.28,19.72,80.64,239.23,0,-18.21,-29.06,217.31,3.38,1.05,3.85,5.33,62.11
2476 鉅祥,0,13.13,6.67,9.69,8.59,8.53,27.57,11.18,14.02,9.86,2.84,9.79,16.42,50.15,2.04,29.69,24.95,2.12,2.61,26.34,2.95,3.02,3.54,6.86,6.86,23.54,17.13,13.93,13.93,15.32,-6.22,-9.63,-5.33,0.79,410.87,221.76,0.32,31.67,24.05,75.95,308.29,4.3,0,29.45,36.93,34.05,4.48,0.67,2.76,0.87,115.11
3023 信邦,0,13.29,8.14,10.13,15.92,16.09,21.73,8.16,8.96,6.66,0.8,6.73,13.57,12.84,1.97,25.74,24.17,3.86,2.96,56.06,4.58,5.02,10.3,11.57,11.57,29.69,20.35,27.37,27.37,22.15,11.74,9.26,-3.33,1.74,165.75,120.91,5.02,106.27,51.52,48.48,349.81,42.15,0,45.77,50.25,101.42,3.74,1.17,7.53,2.39,88.27
3078 僑威,0,14.18,8.81,10.91,13.43,13.67,19.58,9.3,11.54,8.69,2.24,8.84,10.28,14.28,1.7,24.66,16.76,2.17,1.17,24.58,2.29,2.84,7.69,35.93,35.93,91.24,105.77,93.72,93.72,95.25,7.34,11.4,-0.96,4.36,219.55,128.62,1.58,51.86,34.15,65.85,259.6,11.21,0,22.86,28.36,57.9,3.36,1,3.79,1.55,63.24
3090 日電貿,0,7.39,6.46,6.51,13.59,13.24,14.39,4.11,5.03,4.48,0.92,4.36,10.29,-8.52,1.95,10.98,17.67,2.21,-2.26,53.73,2.21,2.91,33.95,47.02,47.02,64.28,11.09,15.08,15.08,83.99,19.8,8.8,-11.63,0.92,158.25,119.45,9.03,137.68,57.93,42.07,537.43,75.48,0,22.07,27.04,145.86,3.48,1.34,14.83,3.03,101.64
4927 泰鼎-KY,0,11.81,5.79,10.31,12.77,12.7,17.95,7.32,6.29,5.83,-1.04,5.8,10.62,22.89,2.93,7.23,33.39,3.47,8.99,60.13,4.4,4.4,16.18,6.19,6.19,1.36,18.41,21.79,21.79,21.93,23.56,57.17,13.02,3.03,96.76,72.41,19.92,138.92,58.14,41.86,98.15,83.8,0,44.04,37.8,72.64,4.07,0.83,1.35,2.19,73.04
5340 建榮,0,-1.32,-5.37,-2.05,-8.4,-8.41,-5.83,-12.59,-11.39,-11.35,1.2,-11.37,6.76,0.37,1.95,0,6.77,-0.6,0.01,5.25,-0.66,-0.6,-12.01,4.95,4.95,14.73,16.75,31.06,31.06,32.56,-8.16,-8.71,-7.96,1.87,181.21,91.91,-6.85,48.54,32.68,67.32,138.38,28.24,0,-6.61,-5.98,48.96,4.55,0.5,0.96,0.74,171.15
5381 合正,1,1.84,9.44,1.11,19.86,-4.16,3.46,-6.86,20.46,-4.4,27.32,-4.24,10.33,-19.79,1.15,1.2,5,-0.21,-0.99,4.98,-0.34,1.02,-44.47,1841.8,1841.8,59.65,321.89,-1892.7,104.8,64.9,-13.44,-2.82,-0.48,1.33,125.77,76.06,2.91,102.94,50.73,49.27,156.81,59.9,0,-3.42,10.2,97.13,1.5,0.46,1.55,0.98,238.01
5498 凱崴,0,6.78,1.39,5.47,1.35,0.67,9,1.66,2.46,1.85,0.8,0.92,7.33,5.64,2.42,24.96,11.31,0.07,0.29,7.98,0.13,0.2,-5.98,4.67,4.67,49.11,101.17,120.89,120.89,239.34,3.9,6.75,-2.79,-0.06,193.58,125.37,49.96,63.92,39,61,198.75,47.9,0,1.33,1.97,67.28,1.94,0.44,1.2,0.73,287.98
8039 台虹,0,12.28,7.91,9.91,13.45,13.5,22.28,9.97,10.93,8.74,0.96,8.77,12.31,26.3,2.34,20.07,32.68,4.39,4.94,50.15,5,5.42,-0.1,4.01,4.01,-9.22,-13.41,-13.7,-13.7,-17.66,5.07,5.5,2.46,-0.85,244.77,215.94,7.15,80.33,44.55,55.45,332.6,37.65,0,49.44,54.2,83.05,2.28,0.85,4.23,1.54,126.65
8121 越峰,0,5.76,-1.38,4.61,-3.51,-3.7,11.27,-6.52,-4.94,-4.48,1.57,-4.72,17.78,2.53,1.63,0,14.43,-0.59,0.29,15.27,-0.99,-0.75,12.09,42.35,42.35,29.49,32.33,33.75,33.75,30.13,3.69,-1.1,-2.1,1.22,143.3,86.48,-45.56,89.08,47.11,52.89,132.66,72.94,0,-9.95,-7.55,53.68,4.06,0.42,0.83,0.78,233.35
8358 金居,0,0.9,-5.42,-0.21,-15.79,-15.79,-1.23,-6.86,-8.06,-7.91,-1.2,-7.91,5.63,1.67,1.66,0,8.47,-1.42,0.21,18.71,-1.28,-1.51,-2.47,-150.18,-150.18,-206.07,-133.55,-130.94,-130.94,-1059.81,4.15,-10.75,4.24,-3.55,71.83,49.43,-17.13,176.16,63.79,36.21,80.06,159.37,0,-12.77,-15,82.54,4.05,0.78,1.3,2,136.77
3115 富榮綱,0,6.52,-0.59,5.44,-1.79,-0.92,6.7,-1.44,-0.96,-0.85,0.48,-0.44,8.14,12.07,2.47,0,9.36,-0.09,0.96,20.08,-0.29,-0.19,17.62,-27.35,-27.35,-160.97,-133.89,-135.61,-135.61,-118.84,2.02,-2.29,-14.42,-4.46,171.79,156,-80.33,85.24,46.02,53.98,295.67,35.66,0,-2.89,-1.93,116.17,2.13,1.17,5.85,2.12,122.54
3369 鐵研,0,-0.73,-14.65,-3.52,-28.7,-28.76,-2.97,-24.11,-24.95,-25.28,-0.84,-25.33,21.14,12.83,6.28,0,7.3,-2.45,0.86,9.68,-2.33,-2.42,-6.15,-156.81,-156.81,-53.92,-383.2,-362.53,-362.53,-39.58,-13.8,-25.16,-18.69,-11.95,128.29,61.56,-12.01,92.72,48.11,51.89,161.7,53.35,0,-23.35,-24.16,102.74,2.62,0.64,1.92,1.14,214.75
1595 川寶,0,12.86,8.83,9.9,11.29,11.29,41.02,21.89,25.4,19.33,3.51,19.34,19.13,43.82,1.81,23.88,48.76,5.43,3.58,28.09,6.15,7.14,-17.81,-20.04,-20.04,-36.83,-26.61,-28.33,-28.33,-42.89,5.05,2.69,-5.35,-3.02,537.67,406.51,2.95,32.48,24.52,75.48,441.64,18.28,0,61.49,71.35,50.81,1.76,0.45,2.2,0.58,285.71
3609 三一東林,0,-2.46,-7.94,-3.41,-14.43,-11.39,25.88,-9.15,-10.84,-11.28,-1.69,-8.9,35.03,-1.69,2.02,0,18.94,-2.33,-0.23,26.14,-2.39,-2.83,-3.81,-13.76,-13.76,-109.38,-479.31,-349.88,-349.88,-194.25,-7.36,-13.58,-7.01,-6.3,134.09,95.14,-4.88,81.06,44.77,55.23,170.63,37.81,0,-23.92,-28.34,39.41,6.36,0.73,2.23,1.28,60.04
3288 點晶,1,-10.57,-13.66,-11.15,-37.02,-35.73,29.57,-32.74,-37.09,-37.09,-4.36,-35.8,62.31,-11.33,1.97,0,4.44,-1.92,-0.47,5.39,-1.76,-2,-32.21,-51.42,-51.42,-250.45,-363.78,-363.78,-363.78,-346.91,-15.83,-30.42,-9.67,-10.88,186.06,39.15,-7.37,184.51,64.85,35.15,1463.54,156.75,0,-17.64,-19.99,153.68,3.3,0.39,8.87,1,582.38
3332 幸康,0,10.08,7.37,7.99,8.7,8.37,34.83,11.69,13.2,10.49,1.5,10.09,23.14,68.23,0,20.48,28.72,2.4,3.01,23.75,2.78,3.13,-2.45,-5.52,-5.52,-17.17,-17.78,-18.75,-18.75,-21.81,-2.79,0.54,0.06,-1.73,609.59,469.81,0,16.15,13.91,86.09,607.16,0,0,27.78,31.35,34.86,6.28,0.7,5.02,0.83,162.99
4542 科嶠,0,0.45,-1.14,-0.02,-1.79,-1.79,26.82,-4.99,-1.82,-2.21,3.17,-2.21,31.81,8.15,1.76,0,20.19,-0.39,0.42,17.58,-0.88,-0.32,-34.81,-56.01,-56.01,-118.49,-105.68,-108.51,-108.51,-108.51,-25.92,-13.4,1.35,-13.67,411.15,339.36,-8.75,33.6,25.15,74.85,438.7,8.05,0,-8.77,-3.19,46.68,2.45,0.55,3.58,0.81,232.8
5291 邑昇,0,4.37,1.06,3.46,1.6,1.6,12.82,-1.33,1.6,1.12,2.94,1.12,14.16,20.73,1.8,30.33,20.69,0.34,2.28,30.43,-0.41,0.49,-32.16,-51.9,-51.9,-112.86,-86.61,-87.27,-87.27,-87.27,-9.07,-4.93,14.15,-6.11,216.55,194.24,17.21,72.31,41.97,58.03,219.5,17.64,0,-4.05,4.88,57.73,2.66,0.81,2.91,1.43,53.08
6114 久威,0,25.26,20.96,23.07,40.95,42.93,24.84,16.28,16.88,15.5,0.59,16.25,8.55,35.68,2.97,8.19,21.84,7.85,5.77,48.29,7.86,8.15,115.78,115.26,115.26,95.57,45.09,41.73,41.73,101.71,34.06,48.35,1.04,8.42,183.01,152.95,4.35,94.36,48.55,51.45,219.82,51.51,0,78.65,81.52,88.62,3.42,1.3,5.26,2.64,83.87
6174 安碁,0,18.81,7.51,15.54,8.73,8.98,31.66,10.92,11.69,9.57,0.77,9.85,20.74,136.42,2.21,18.14,11.74,1.06,2.07,10.78,1.18,1.26,-7.02,4.03,4.03,0.94,-2.78,-0.11,-0.11,-2.12,-6,-1.31,-15.26,-0.13,580.65,457.74,0.69,14.08,12.34,87.66,278.93,1.61,0,11.77,12.6,32.99,4.01,0.78,2.33,0.91,134.21
6194 育富,0,-1.19,-1.97,-1.04,-2.1,-2.22,-13.8,-34.11,-20.87,-17.58,13.24,-18.57,20.31,-56.45,0,0,29.88,-0.71,-0.98,3.81,-1.3,-0.69,-41.73,-135.85,-135.85,-245.89,-147.64,-162.93,-162.93,-164.23,-9.12,-11.6,-15.13,-4.9,1427.08,1389.51,0,8.33,7.69,92.31,1194.27,0,0,-13,-7.96,8.76,2.11,0.11,1.4,0.12,128.74
6204 艾華,0,6.56,3.7,5.15,4.54,4.59,26.19,4.61,8.65,6.64,4.04,6.71,21.58,49.44,0,23.26,24.4,1.11,1.47,16.6,0.77,1.44,-7.57,-11.4,-11.4,-46.19,-36.88,-39.34,-39.34,-38.2,-0.72,1.17,33.49,-2.21,733.5,676.36,0,21.77,17.88,82.12,382.55,0,0,7.65,14.36,16.52,6.07,0.56,2.85,0.68,61.05
6210 慶生,0,24.44,17.33,19.19,24.84,24.09,38.88,23.42,24.45,19.19,1.03,18.61,15.44,26.73,1.06,21.54,22.4,5.23,1.7,28.13,6.59,6.88,-5.23,-0.75,-0.75,-1.54,-4.77,-6.47,-6.47,-9.3,0.37,6.42,30.75,-1.51,335.46,308.94,0.17,39.49,28.31,71.69,239.5,2.55,0,65.88,68.78,36.56,3.82,0.9,3.21,1.29,68.11
6259 百徽,0,-1.27,-3.42,-1.72,-7.3,-6.23,13.68,-3.18,-3.74,-12.13,-0.56,-3.27,16.86,-24.38,2.58,0,8.12,-0.41,-1.63,15.77,-0.5,-0.6,-21.86,3.07,3.07,33.84,21.83,-145.8,22.25,26.8,-2.23,-3.66,-21.33,-0.09,193.84,124.72,-21.54,82.31,45.15,54.85,1118.75,55.95,0,-5.02,-5.91,92.57,3.11,1.05,18.9,1.9,156.11
6292 迅德,0,13.71,6.44,10.34,10.03,14.83,31.74,12.15,10.4,6.92,-1.76,10.24,19.82,11.69,1.35,33.4,20.04,3.04,1.4,29.75,3.61,3.09,0.02,17.19,17.19,66.7,-29.92,-37.69,-37.69,-12.38,6.12,-4.66,-5.75,-3.92,220.4,183.78,2.61,68.08,40.5,59.5,526.42,23.37,0,36.15,30.93,52.79,4.84,0.91,7.66,1.45,87.18
6418 詠昇,0,7.02,5,6.4,9.95,9.95,16.95,2.4,4.2,3.95,1.8,3.95,14.55,21.9,0.74,6.08,12.39,1.2,2.15,30.4,0.73,1.28,-2.55,2.85,2.85,86.02,66.95,130.73,130.73,113.98,-5.16,5.54,-3.6,2.58,203.03,154.8,1.82,91.37,47.75,52.25,372.13,19.46,0,7.31,12.78,84.78,4.55,1.25,8.28,2.52,39.46
6432 今展科,0,12.61,8.97,10.41,16.34,16.36,25.75,6.33,7.88,6.5,1.56,6.51,19.42,15.75,2.25,17.54,22.56,3.26,3.14,50.12,3.17,4.23,10.93,7.81,7.81,3.91,7.84,11.94,11.94,14.94,27.23,30.25,39.88,1.14,197.85,162.48,1.99,83.35,45.46,54.54,678.21,25.21,0,31.7,39.51,110,2.97,1.36,17.57,2.51,96.7
6727 亞泰金屬,0,2.41,-1.02,-0.13,-2.44,-2.44,19.06,1.58,1.93,-1.91,0.36,-1.91,17.49,7.81,2.11,0,19.32,-0.24,1.9,31.02,0.49,0.6,,,,,,,,,-0.85,-7.4,,,158.22,88.72,-15.83,118.06,54.14,45.86,224.5,17.04,,4.89,5.99,106,2.6,0.61,2.77,1.28,210.3
8091 翔名,0,17.17,11.47,14.23,15.92,15.81,23.53,13.66,14.72,12.21,1.06,12.13,9.87,15.85,1.52,17.03,38.4,5.08,3.72,42.01,5.74,6.56,97,37.19,37.19,42.24,41.62,34.77,34.77,36.68,105.33,48.8,2.18,5.72,188.08,90.15,0.91,57.33,36.44,63.56,296.82,13.52,0,57.39,61.85,70.88,7.72,0.93,3.53,1.3,163.78
8093 保銳,0,-1.77,-4.19,-3.17,-6.85,-7.82,29.33,-8.08,-5.02,-6.49,3.06,-7.41,37.41,38.71,1.8,0,7.68,-0.62,1.16,8.4,-0.68,-0.42,-27.7,-19.56,-19.56,35.61,60.26,44.26,44.26,37.96,-12.6,-6.86,1.24,3.19,199.09,127.88,-7.89,48.45,32.64,67.36,218.2,23.05,0,-6.79,-4.22,51.68,3.19,0.69,2.46,1.06,161.99
8147 正淩,0,16.07,10.49,13.88,16.64,16.65,30.26,9.28,10.86,9.53,1.59,9.54,20.99,24.03,2.04,12.32,24.16,3.39,2.93,35.54,3.3,4.01,16.38,18.75,18.75,28.22,14.83,31.47,31.47,35.39,41.49,46.17,69.85,3.96,206.62,151.73,3.81,61.56,38.1,61.9,209.7,11.16,0,32.97,38.61,62.1,4,1.07,3.72,1.75,76.84
8291 尚茂,1,-3.13,-10.13,-5.9,-19.3,-19.11,-0.62,-12.72,-12.62,-15.32,0.1,-15.17,12.1,-13.34,1.75,0,5.17,-1.1,-0.5,7.23,-0.92,-0.91,-5.95,80.14,80.14,19.91,17.91,1.28,1.28,2.83,-6.28,-18.03,-13.24,-0.24,139.8,99.54,-4.31,97.5,49.37,50.63,130.48,53.93,0,-9.2,-9.13,71.54,3.43,0.69,1.42,1.26,95.04
3369 鐵研,0,9.24,-2.6,7.05,-8.93,-8.84,13.61,-2.05,-4.3,-4.22,-2.26,-4.17,15.65,17.49,5.83,0,5.18,-0.48,1.18,11.48,-0.23,-0.49,10.51,87.1,87.1,76.07,63.62,67.45,67.45,67.78,-1.31,-8.54,-19.93,6.37,124.72,82.43,-66.68,130.05,56.53,43.47,199.93,67.27,0,-2.35,-4.94,126.77,2.72,0.96,3.93,2.12,130.3
3465 進泰電子,0,-33.24,-34.21,-33.41,-83.05,-83.88,-11.37,-58.9,-60.87,-60.63,-1.97,-61.23,47.53,-183.2,3.32,0,1.75,-2.46,-2.43,4.02,-2.37,-2.45,-64.27,-320.84,-320.84,41.2,-43.28,-37,-37,11.39,-70.01,-57.51,-34.87,-6.89,133.26,105.6,-1.25,85.93,46.22,53.78,3476.17,49.46,0,-23.69,-24.49,63.18,2.17,0.57,62.98,1.37,98.59
3492 長盛,0,12.46,7.62,10.57,13.83,14.88,29.13,11.16,8.74,7.38,-2.42,7.94,17.97,28.87,1.27,15.57,15.12,2.24,3.45,28.15,3.14,2.46,-11.61,-12.98,-12.98,-16.21,-34.33,-23.67,-23.67,-26.46,-2.06,1.34,-0.85,-2.21,174.87,128.58,1.19,80.17,44.5,55.5,377.95,16.79,0,31.41,24.6,65.13,3.59,1.02,6.95,1.87,43.5
3609 三一東林,0,6.89,2,5.58,2.98,4.26,34.59,3.05,2.95,2.12,-0.1,3.04,31.54,10.21,1.85,28.09,16.68,0.7,1.12,23.02,0.7,0.68,-6.79,8.63,8.63,161.67,141.73,125.94,125.94,142.6,-6.71,3.39,-2.74,7.66,154.49,112.84,19.36,67.95,40.46,59.54,218.56,29.53,0,7.01,6.79,35.4,7.54,0.79,2.96,1.4,28.36
3207 耀勝,1,-14.97,-18.57,-15.69,-47.86,-47.28,6.71,-11.27,-13.33,-13.41,-2.06,-13.25,17.99,-21.63,2.1,0,5.29,-3.05,-1.96,23.87,-2.69,-3.18,-17.14,-58.72,-58.72,-395.07,-848.79,-1583.95,-1583.95,-1429.66,-13.72,-37.28,-11.85,-19.1,121.92,86.89,-2.11,204.39,67.15,32.85,156.57,74.44,0,-26.91,-31.82,148.47,4.07,1.41,5.55,3.57,45.74
3206 志豐,0,8.23,4.78,6.59,9.12,9.23,19.73,3.93,3.88,3.06,-0.05,3.09,15.8,29.4,1.19,21.19,16.45,1.41,4.6,45.65,1.79,1.91,21.28,4.31,4.31,-7.18,7.53,23.07,23.07,28.83,14.91,16.15,-9.14,1.19,170.92,135.82,1.14,91.49,47.78,52.22,366.62,0,0,17.93,17.71,105.67,3.54,1.55,9.81,2.98,47.31
3310 佳穎,0,5,2.07,3.43,5.14,5.41,21.34,11.62,8.04,4.45,-3.58,4.69,9.72,4.21,2.15,44.67,20.39,1.19,1.71,25.34,2.94,1.64,97.64,92.23,92.23,106.86,-59.78,-76.54,-76.54,32.7,1.96,-13.11,-14.1,-3.54,140.1,31,35.28,280.96,73.75,26.25,504.35,202.57,141.16,29.44,20.38,287.85,3.07,0.33,4.41,1.16,958.2
3526 凡甲,0,21.89,8.71,14.99,13.58,13.82,41.28,20.23,17.86,10.67,-2.37,10.85,21.05,62.8,3.02,40.3,21.68,3.12,5.29,28.7,5.81,5.13,-2.14,2.73,2.73,4.51,-18.28,-47.95,-47.95,-47.63,3.4,-7.32,-9.68,-7.92,350.91,272.33,6.95,74.82,42.8,57.2,414.36,33.63,0,58.06,51.27,69.5,2.43,0.77,3.91,1.27,94.87
3229 晟鈦,0,-0.26,-1.17,-0.67,-2.13,-4.09,14.31,-6.42,-3.9,-3.81,2.52,-7.3,20.72,-11.57,2.27,0,8.32,-0.36,-0.26,5.02,-0.32,-0.2,-6.74,-12.56,-12.56,62.8,92.75,92.81,92.81,62.71,-19.81,-13.51,-32,16.2,314.23,279.72,-30.82,39.61,28.37,71.63,327.19,25.15,0,-3.22,-1.95,18.94,3.9,0.38,1.6,0.56,95.81
3679 新至陞,0,9.71,5.85,8.33,9.45,9.35,24.73,14.85,12.4,10.84,-2.45,10.73,9.88,18.21,1.18,12.57,56.03,5.44,3.74,50.69,7.53,6.29,-2.84,-7.73,-7.73,-3.4,-34.85,-27.6,-27.6,-26.82,4.85,-7.11,6.32,-2.43,377.92,342.05,3.86,77.28,43.59,56.41,377.27,42.48,0.33,75.27,62.87,41.04,2.88,0.52,2.76,0.87,113.13
4542 科嶠,0,10.77,8.31,9.22,12.65,12.65,34.63,14.07,13.07,11.23,-1,11.23,20.56,-2.93,1.32,14.11,19.98,2.36,-0.33,21.27,2.99,2.78,100.43,206.33,206.33,252.33,235.64,235.48,235.48,234.65,24.71,13.53,-6.67,16.11,241,128.44,1.34,60.59,37.73,62.27,454.35,15.24,0,29.92,27.79,70.76,4.54,0.73,4.56,1.13,185.72
4912 聯德控股-KY,0,13.24,8.36,10.67,20,20.06,20.51,8,9.27,7.39,1.26,7.41,12.51,0.18,2.11,20.24,37.3,7.57,0.13,107.62,8.61,9.97,33.1,14.62,14.62,6.44,45.03,214.48,214.48,244.96,45.53,6.14,42.64,6.57,112.32,88.29,6.62,191.24,65.66,34.34,169.14,103.55,0,86.13,99.72,151.12,2.86,1.07,5.15,2.71,93.54
5460 同協,0,11.76,2.74,9.59,3.51,3.32,23.12,5.75,4.98,3.93,-0.77,3.71,17.32,47.22,0,21.16,12.86,0.43,1.17,11.69,0.67,0.58,6.37,-5.55,-5.55,-14.93,-35.77,-36.22,-36.22,-43.65,-1.97,-3.18,-9.05,-1.68,451,364.28,0.04,29,22.48,77.52,270.64,0,0,6.72,5.82,43.87,3.47,0.7,2.38,0.89,120.07
6210 慶生,0,21.8,13.98,17.28,18.31,18.2,37.25,22.99,21.97,17.25,-1.02,17.14,13.95,223.09,1.3,21.5,23.76,4.14,11.84,24.14,5.55,5.31,3.84,8.6,8.6,29.31,25.24,27.3,27.3,27.4,9.27,9.31,-2.13,3.28,404.3,371.31,0.18,31.11,23.73,76.27,258.6,2.4,0,55.51,53.05,30.95,4.2,0.81,2.61,1.06,79.69
6418 詠昇,0,10.24,8.42,9.51,14.73,14.62,20.88,7.26,6.62,6.26,-0.64,6.22,13.62,20.78,1.51,5.43,13.79,1.99,1.92,32.05,2.33,2.12,-1.08,2.56,2.56,10.85,-12.22,-5.02,-5.02,-5.72,2.65,2.53,-6.61,-0.69,227.28,175.87,0.78,76.3,43.28,56.72,467.76,7.12,0,23.27,21.22,82.67,4.42,1.34,9.98,2.35,31.31
6432 今展科,0,5.03,1.44,3.89,2.15,2.54,25.78,3.79,1.65,1.05,-2.14,1.25,21.99,7.22,1.85,36.35,20.13,0.52,1.55,41.66,1.58,0.69,-11.56,-9.63,-9.63,-40.24,-74.02,-77.06,-77.06,-73.07,-0.38,-2.63,20.85,-2.87,158.35,119.09,32.29,106.46,51.56,48.44,401.1,50.39,0,15.8,6.89,99.28,2.65,1,9.08,2.04,105.56
6664 群翊,0,13.91,9.92,10.9,19.34,19.32,38.3,24.63,22.47,17.5,-2.17,17.49,13.67,24.65,0.92,22.09,27.87,5.09,5.88,29.08,7.16,6.53,15.26,21.42,21.42,52.92,38.89,57.77,57.77,56.74,19.68,12.44,-13.57,3.86,160.13,68.97,0.72,101.84,50.46,49.54,260.7,14.35,0,71.63,65.33,81.06,5.99,0.56,2.35,1.1,251.56
6715 嘉基,0,13.21,9.72,12.53,22.83,22.83,22.5,6.76,6.91,6.91,0.15,6.91,15.74,-45.24,2.48,0,8.3,1.5,-6.52,21.68,1.47,1.59,183.9,2120.39,2120.39,159.32,157.14,157.14,157.14,157.3,105.24,71.97,-14.64,38.73,149.92,91.66,6.35,163.55,62.06,37.94,572.75,69.35,0,14.66,14.99,221,3.17,1.33,13.77,3.3,124.91
6761 穩得,0,11.39,7.15,9.22,16.51,16.52,26.79,5.7,5.4,4.33,-0.3,4.33,21.09,3.33,2.52,19.82,22.78,3.26,1.02,79.87,4.55,4.48,0.94,22.47,22.47,21.9,52.18,50.2,50.2,18.34,2.95,21.95,119.56,2.95,154.27,97.74,8.85,130.23,56.56,43.44,386.17,59.6,0,45.53,43.12,156.4,3.41,1.53,18.42,3.81,102.86
8038 長園科,0,-12.44,-14.18,-12.84,-23.8,-24.03,-101.61,-650.52,-976.4,-976.4,-325.88,-986.09,548.92,-66.27,1.66,0,10.45,-3.06,-2,0.32,-2.08,-3.12,-89.68,-147.48,-147.48,-97.57,-194.78,-194.78,-194.78,-184.7,-13.1,-19.95,-39.18,-8.98,287.85,105.41,-4.17,69.62,41.04,58.96,330.68,66.02,0,-20.66,-31.01,10.69,0.93,0.02,0.05,0.02,1002.89
